2020-05-31 23:18:05,692  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:18:05,692  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:24:37,676  WARN [Worker-10] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:24:37,676  WARN [Worker-10] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:30:43,449  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:30:43,449  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:31:07,879  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:31:07,879  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:31:19,452  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:31:19,452  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:31:36,626  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:31:36,626  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:31:40,701  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:31:40,701  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:32:29,654  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:32:29,654  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:32:38,392  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:32:38,392  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:32:42,776  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:32:42,776  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:34:04,317  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:34:04,317  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:34:07,576  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:34:07,576  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:34:37,567  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:34:37,567  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:37:30,293  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:37:30,293  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:37:46,896  WARN [Worker-1] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:37:46,896  WARN [Worker-1] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:37:58,802  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:37:58,802  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:39:13,023  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:39:13,023  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:39:57,543  WARN [Worker-1] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:39:57,543  WARN [Worker-1] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:40:42,625  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:40:42,626  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:40:45,977  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:40:45,977  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:40:52,375  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:40:52,375  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:41:49,026 ERROR [Text Viewer Hover Presenter] - IScalaPresentationCompiler$ - Ignoring InterruptException
2020-05-31 23:41:49,026 ERROR [Text Viewer Hover Presenter] - IScalaPresentationCompiler$ - Ignoring InterruptException
2020-05-31 23:41:49,026 ERROR [Text Viewer Hover Presenter] - IScalaPresentationCompiler$ - Ignoring InterruptException
2020-05-31 23:44:14,362  WARN [Worker-10] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:44:14,363  WARN [Worker-10] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:44:38,845  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:44:38,845  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:44:57,838  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:44:57,838  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:45:17,398  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:45:17,399  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:54:40,954  WARN [org.scalaide.ui.internal.reconciliation.ScalaReconciler] - TraverserImpl$ - Skipping annotation, position length = 0, position offset = 4055
2020-05-31 23:54:42,086  WARN [org.scalaide.ui.internal.reconciliation.ScalaReconciler] - TraverserImpl$ - Skipping annotation, position length = 0, position offset = 4056
2020-05-31 23:54:44,746  WARN [org.scalaide.ui.internal.reconciliation.ScalaReconciler] - TraverserImpl$ - Skipping annotation, position length = 0, position offset = 4057
2020-05-31 23:54:44,747  WARN [org.scalaide.ui.internal.reconciliation.ScalaReconciler] - TraverserImpl$ - Skipping annotation, position length = 0, position offset = 4057
2020-05-31 23:54:45,265  WARN [org.scalaide.ui.internal.reconciliation.ScalaReconciler] - TraverserImpl$ - Skipping annotation, position length = 0, position offset = 4057
2020-05-31 23:54:45,265  WARN [org.scalaide.ui.internal.reconciliation.ScalaReconciler] - TraverserImpl$ - Skipping annotation, position length = 0, position offset = 4057
2020-05-31 23:54:55,004  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:54:55,004  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:54:59,793  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:54:59,793  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:57:11,299  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:57:11,299  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:57:55,552  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:57:55,552  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
